,,
8100,The Tangled Threads,Eleanor H. Porter
8101,A Christmas Carol,Charles Dickens
8102,The Keeper,Henry Beam Piper
8103,With The Immortal Seventh Division,E. J. Kennedy and the Lord Bishop of Winchester
8104,Songs of Innocence and Songs of Experience,William Blake
8105,The Story of the Big Front Door,Mary Finley Leonard
8106,A Maker of History,E. Phillips Oppenheim
8107,Complete Hypnotism: Mesmerism· Mind-Reading and Spiritualism,A. Alpheus
8108,The Making of Mary,Jean Forsyth
8109,New Word-Analysis,William Swinton
8110,The Myths of the New World,Daniel G. Brinton
8111,Gideon's Band,George W. Cable
8112,Punch· or the London Charivari· Vol. 159· November 17· 1920,Various
8113,,
8114,Punch· or the London Charivari· Vol. 159· December 22· 1920,Various
8115,Curlie Carson Listens In,Roy J. Snell
8116,Herbal Simples Approved for Modern Uses of Cure,William Thomas Fernie
8117,Captain Jinks· Hero,Ernest Crosby
8118,Lessons in Music Form,Percy Goetschius
8119,A Book of Prefaces,H. L. Mencken
8120,Golden Stories,Various
8121,The New Penelope and Other Stories and Poems,Frances Fuller Victor
8122,War Rhymes,Abner Cosens
8123,The Patient Observer,Simeon Strunsky
8124,Six to Sixteen,Juliana Horatia Ewing
8125,The Babes in the Wood,Anonymous
8126,Daddy Do-Funny's Wisdom Jingles,Ruth McEnery Stuart
8127,The Brochure Series of Architectural Illustration· Volume 01· No. 05· May 1895,Various
8128,Everlasting Pearl,Anna Magdalena Johannsen
8129,Punky Dunk and the Spotted Pup,Anonymous
8130,Romance,Walter Raleigh
8131,The Mide'wiwin or  Grand Medicine Society  of the Ojibwa,Walter James Hoffman
8132,The Triumphs of Eugene Valmont,Robert Barr
8133,The Second Jungle Book,Rudyard Kipling
8134,Ullr Uprising,Henry Beam Piper
8135,The Forfeit,Ridgwell Cullum
8136,Northern Nut Growers Association Report of the Proceedings at the,Various
8137,Mrs. Piper & the Society for Psychical Research,Michael Sage
8138,A Brief Account of the Rise and Progress of the People Called Quakers,William Penn
8139,Oriental Encounters,Marmaduke Pickthall
8140,The Leicestershires beyond Baghdad,Edward John Thompson
8141,Resurrection,Leo Tolstoy
8142,Among the Farmyard People,Clara Dillingham Pierson
8143,Punch· or the London Charivari· Volume 159· October 13· 1920,Various
8144,The Knickerbocker· or New-York Monthly Magazine· January 1844,Various
8145,On Christmas Day In The Evening,Grace Louise Smith Richmond
8146,The Modern Scottish Minstrel· Volume III,Various
8147,An Author's Mind,Martin Farquhar Tupper
8148,The Outcasts,W. A. Fraser
8149,The Sagebrusher,Emerson Hough
8150,Child Songs of Cheer,Evaleen Stein
8151,A Gentleman of France,Stanley Weyman
8152,Baby Pitcher's Trials,Mrs. May
8153,A Truthful Woman in Southern California,Kate Sanborn
8154,The Little Tea Book,Arthur Gray
8155,Plays of Near & Far,Lord Dunsany
8156,You'll git dar in de mornin',H. T. Burleigh and F. L. Stanton
8157,The New Heavens,George Ellery Hale
8158,On the Spanish Main,John Masefield
8159,History of Rationalism Embracing a Survey of the Present State of Protestant Theology,John F. Hurst
8160,By Right of Conquest,G. A. Henty
8161,St. Nicholas Magazine for Boys and Girls· Vol. 5· January 1878· No. 3,Various
8162,Christ in Flanders,Honore de Balzac
8163,History Of Egypt· Chaldaea· Syria· Babylonia· and Assyria· Volume 1 (of 12),G. Maspero
8164,The Plunderer,Henry Oyen
8165,Frank Merriwell's Reward,Burt L. Standish
8166,Murder at Bridge,Anne Austin
8167,Life of Abraham Lincoln,John Hugh Bowers
8168,Confessions of an Etonian,I. E. M.
8169,Scientific  American· Volume XXXVI.· No. 8· February 24· 1877,Various
8170,Speed the Plough,Thomas Morton
8171,The Amateur Garden,George W. Cable
8172,Tom· Dot and Talking Mouse and Other Bedtime Stories,J. G. Kernahan and C. Kernahan
8173,Letters of Two Brides,Honore de Balzac
8174,Critical Miscellanies (Vol. 3 of 3),John Morley
8175,The Woman's Way,Charles Garvice
8176,Set in Silver,Charles Norris Williamson and Alice Muriel Williamson
8177,Thoughts on religion at the front,Neville Stuart Talbot
8178,General Instructions For The Guidance Of Post Office Inspectors In The Dominion Of Canada,Alexander Campbell
8179,Libraries in the Medieval and Renaissance Periods,J. W. Clark
8180,Illustrated Catalogue of a Portion of the Collections Made During the Field Season of 1881,William H. Holmes
8181,Chambers's Edinburgh Journal· No. 434,Various
8182,Confessions of Boyhood,John Albee
8183,In the Rocky Mountains,W. H. G. Kingston
8184,Rise and Fall of Cesar Birotteau,Honore de Balzac
8185,The Cathedral Church of York,A. Clutton-Brock
8186,The French Revolution,R. M. Johnston
8187,The Organization of the Congregation in the Early Lutheran Churches in America,Beale M. Schmucker
8188,The Story of Porcelain,Sara Ware Bassett
8189,Bell's Cathedrals: The Cathedral Church of Exeter,Percy Addleshaw
8190,The Story of a Stuffed Elephant,Laura Lee Hope
8191,Louis Lambert,Honore de Balzac
8192,Heart and Soul,Victor Mapes (AKA Maveric Post)
8193,Western Worthies,J. Stephen Jeans
8194,The Mule-Bone:,Zora Hurston and Langston Hughes
8195,The Fifth Wheel,Olive Higgins Prouty
8196,The Hero of Esthonia and Other Studies in the Romantic Literature of That Country,William Forsell Kirby
8197,The Witch and Other Stories,Anton Chekhov
8198,My Friend the Chauffeur,C. N. Williamson and A. M. Williamson
8199,Our Profession and Other Poems,Jared Barhite
8200,The Brochure Series of Architectural Illustration· Volume 01· No. 06· June 1895,Various
8201,Omnilingual,H. Beam Piper
8202,Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves,Work Projects Administration
8203,Talks on Manures,Joseph Harris
8204,The North American Indian,Edward S. Curtis
8205,Egmont,Johann Wolfgang Von Goethe
8206,Dorothy and the Wizard in Oz,L Frank. Baum
8207,Double Trouble,Herbert Quick
8208,Le Petit Nord,Anne Elizabeth Caldwell (MacClanahan) Grenfell and Katie Spalding
8209,The Shield,Various
8210,Historical Tales - The Romance of Reality - Volume VII,Charles Morris
8211,The Loyalists· Vol. 1-3,Jane West
8212,Born Again,Alfred Lawson
8213,On War,Carl von Clausewitz
8214,Tales of Wonder Every Child Should Know,Various
8215,The Price,Francis Lynde
8216,James Fenimore Cooper,Thomas R. Lounsbury
8217,Osage Traditions,J. Owen Dorsey
8218,Draining for Profit· and Draining for Health,George E. Waring
8219,Mediaeval Socialism,Bede Jarrett
8220,Poems Teachers Ask For· Book Two,Various
8221,Scaramouche,Rafael Sabatini
8222,Yorkshire Lyrics,John Hartley
8223,Badge of Infamy,Lester del Rey
8224,Branded,Francis Lynde
8225,Now or Never,Oliver Optic
8226,Uller Uprising,Henry Beam Piper· John D. Clark and John F. Carr
8227,Tenting To-night,Mary Roberts Rinehart
8228,A Honeymoon in Space,George Griffith
8229,The Young Trailers,Joseph A. Altsheler
8230,Four-Day Planet,Henry Beam Piper
8231,Roughing it De Luxe,Irvin S. Cobb
8232,The Story of a Bad Boy,Thomas Bailey Aldrich
8233,Ray's Daughter,Charles King
8234,Everyman and Other Old Religious Plays· with an Introduction,Anonymous
8235,The Ancient Banner,Anonymous
8236,Editorial Wild Oats,Mark Twain
8237,The Long Night,Stanley Weyman
8238,Irish Wonders,D. R. McAnally· Jr.
8239,Bell's Cathedrals: The Cathedral Church of Hereford· A Description,A. Hugh  Fisher
8240,The Life of Joan of Arc· Vol. 1 and 2 (of 2),Anatole France
8241,Canoe Mates in Canada,St. George Rathborne
8242,On the Ruin of Britain,Gildas
8243,The Way of Ambition,Robert Hichens
8244,The Atlantic Monthly· Volume 13· No. 77· March· 1864,Various
8245,The Head Voice and Other Problems,D. A. Clippinger
8246,Bell's Cathedrals: The Cathedral Church of Saint Albans,Thomas Perkins
8247,Tom Slade Motorcycle Dispatch Bearer,Percy Keese Fitzhugh
8248,Banzai!,Ferdinand Heinrich Grautoff
8249,Music Notation and Terminology,Karl W. Gehrkens
8250,A Woman of Thirty,Honore de Balzac
8251,Can You Forgive Her?,Anthony Trollope
8252,The Boy Scout,Richard Harding Davis
8253,Frank Merriwell's Chums,Burt L. Standish
8254,Historical Tales - The Romance of Reality - Volume III,Charles Morris
8255,Lanier of the Cavalry,Charles King
8256,The Opinions of a Philosopher,Robert Grant
8257,The Coming Race,Edward Bulwer Lytton
8258,North of Fifty-Three,Bertrand W. Sinclair
8259,Bell's Cathedrals: Wimborne Minster and Christchurch Priory,Thomas Perkins
8260,Kate Danton· or· Captain Danton's Daughters,May Agnes Fleming
8261,Siouan Sociology,James Owen Dorsey
8262,Letters from France,Isaac Alexander Mack
8263,Tom Slade at Temple Camp,Percy K. Fitzhugh
8264,A Husband by Proxy,Jack Steele
8265,The Modern Scottish Minstrel· Volume IV.,Various
8266,Stand by for Mars!,Carey Rockwell
8267,The Yukon Trail,William MacLeod Raine
8268,Sixty Years of California Song,Margaret Blake-Alverson
8269,Nala and Damayanti and Other Poems,Henry Hart Milman
8270,A Book of Strife in the Form of The Diary of an Old Soul,George MacDonald
8271,Punky Dunk and the Mouse,Anonymous
8272,Stories of Great Inventors,Hattie E. Macomber
8273,Russia,Various
8274,George Bernard Shaw,Gilbert K. Chesterton
8275,Punky Dunk and the Gold Fish,Anonymous
8276,The Broncho Rider Boys with Funston at Vera Cruz,Frank Fowler
8277,The Stowaway Girl,Louis Tracy
8278,Colonel Chabert,Honore de Balzac
8279,Marigold Garden,Kate Greenaway
8280,The Knickerbocker· or New-York Monthly Magazine· February 1844,Various
8281,Obed Hussey,Various
8282,Autobiography of Seventy Years· Vol. 1-2,George Hoar
8283,The Mind of the Child· Part II,W. Preyer
8284,The Darrow Enigma,Melvin L. Severy
8285,Natural History of the Mammalia of India and Ceylon,Robert A. Sterndale
8286,Alice in Wonderland,J.C. Gorham
8287,The Plattsburg Manual,O.O. Ellis and E.B. Garey
8288,Dick Lionheart,Mary Rowles Jarvis
8289,Bunny Brown and His Sister Sue on Grandpa's Farm,Laura Lee Hope
8290,Musical Portraits,Paul Rosenfeld
8291,Story of Orestes,Richard G. Moulton
8292,And Even Now,Max Beerbohm
8293,Applied Eugenics,Paul Popenoe and Roswell Hill Johnson
8294,The Outdoor Girls in a Motor Car,Laura Lee Hope
8295,Napoleon and the Queen of Prussia,L. Muehlbach·
8296,The Pirates' Who's Who,Philip Gosse
8297,Bunny Brown and His Sister Sue and Their Shetland Pony,Laura Lee Hope
8298,Fables of Infidelity and Facts of Faith,Robert Patterson
8299,No Refuge but in Truth,Goldwin Smith
8300,The Religious Situation,Goldwin Smith
8301,The Guests Of Hercules,C. N. Williamson and A. M. Williamson
8302,Beatrix,Honore de Balzac
8303,Van Dyck,Estelle M. Hurll
8304,Hermann and Dorothea,Johann Wolfgang von Goethe
8305,A New System; or· an Analysis of Antient Mythology. Volume II. (of VI.),Jacob  Bryant
8306,The Simpkins Plot,George A. Birmingham
8307,The Christmas Kalends of Provence,Thomas A. Janvier
8308,A Svmmarie and Trve Discovrse of Sir Frances Drakes VVest Indian Voyage,Richard Field
8309,The Crown of Thorns,E. H. Chapin
8310,Tom Slade's Double Dare,Percy Keese Fitzhugh
8311,Frank and Fearless,Horatio Alger Jr.
8312,The Third Violet,Stephen Crane
8313,The Eugenic Marriage· Volume I. (of IV.),W. Grant Hague· M.D.
8314,Essays on Various Subjects,Hannah More
8315,National Character,N. C. Burt
8316,How to Live,Irving Fisher and Eugene Fisk
8317,Troublous Times in Canada,John A. Macdonald
8318,Sight Unseen,Mary Roberts Rinehart
8319,Jerome Cardan,William George Waters
8320,Frank and Andy Afloat,Vance Barnum
8321,Rembrandt,Estelle M. Hurll
8322,The Arena,Various
8323,A Book of Quaker Saints,Lucy Violet Hodgkin
8324,The Outdoor Girls in a Winter Camp,Laura Lee Hope
8325,The Story of the Other Wise Man,Henry Van Dyke
8326,The Rise of the Democracy,Joseph Clayton
8327,Selections from Previous Works,Samuel Butler
8328,History of Dogma· Volume 1 (of 7),Adolph Harnack
8329,History of Dogma· Volume 2 (of 7),Adolph Harnack
8330,The Dark Forest,Hugh  Walpole
8331,The Dairyman's Daughter,Legh Richmond
8332,The Siouan Indians,W. J. McGee
8333,The Confession,Mary Roberts Rinehart
8334,Maha-bharata,Anonymous
8335,Lights and Shadows of New York Life,James D. McCabe
8336,Mary's Meadow,Juliana Horatia Ewing
8337,Under the Trees and Elsewhere,Hamilton Wright Mabie
8338,A Hero and Some Other Folks,William A. Quayle
8339,Mingo,Joel Chandler Harris
8340,The Captain of the Kansas,Louis Tracy
8341,Key Out of Time,Andre Alice Norton
8342,A Ball Player's Career,Adrian C. Anson
8343,Alexander Pope,Leslie Stephen
8344,Kitchener's Mob,James Norman Hall
8345,One Woman's Life,Robert Herrick
8346,The Judgment of Eve,May Sinclair
8347,The Elements of General Method,Charles A. McMurry
8348,The Path of the King,John Buchan
8349,Man of Many Minds,E. Everett Evans
8350,Tell Me Another Story,Carolyn Sherwin Bailey
8351,My Lady of the Chinese Courtyard,Elizabeth Cooper
8352,Rudimental Divine Science,Mary Baker G. Eddy
8353,An Essay on the Influence of Tobacco upon Life and Health,R. D. Mussey
8354,Skiddoo!,Hugh McHugh
8355,Twenty Years Of Balkan Tangle,Durham M. Edith
8356,The Brotherhood of Consolation,Honore de Balzac
8357,The Annals of the Poor,Legh Richmond
8358,The Holladay Case,Burton E. Stevenson
8359,Shakespeare and Music,Edward W. Naylor
8360,The Human Comedy,Honore de Balzac
8361,The Square of Sevens,E. Irenaeus Stevenson
8362,Catherine: A Story,William Makepeace Thackeray
8363,Apologia pro Vita Sua,John Henry Newman
8364,Dead Man's Plack and an Old Thorn,William Henry Hudson
8365,Peeps At Many Lands: Belgium,George W. T. Omond
8366,Fighting For Peace,Henry Van Dyke
8367,A Smaller History of Rome,William Smith and Eugene Lawrence
8368,Forty-one Thieves,Angelo Hall
8369,The Joyful Heart,Robert  Haven  Schauffler
8370,By What Authority?,Robert Hugh Benson
8371,Encyclopaedia Britannica· 11th Edition· Volume 4· Part 3,Various
8372,A Poor Wise Man,Mary Roberts Rinehart
8373,Health Work in the Public Schools,Leonard P. Ayres and May Ayres
8374,The Rector of St. Mark's,Mary J. Holmes
8375,Madame Delphine,George W. Cable
8376,A Pocket Dictionary,William Richards
8377,Border and Bastille,George A. Lawrence
8378,Brood of the Witch-Queen,Sax Rohmer
8379,One Wonderful Night,Louis Tracy
8380,Cape Cod Folks,Sarah P. McLean Greene
8381,Danger in Deep Space,Carey Rockwell
8382,Erewhon Revisited,Samuel Butler
8383,The Red Horizon,Patrick MacGill
8384,The Buried Temple,Maurice Maeterlinck
8385,The Laughing Prince,Parker Fillmore
8386,With Frederick the Great,G. A. Henty
8387,Bell's Cathedrals: The Cathedral Church of Norwich,C. H. B. Quennell
8388,The Bostonians· Vol. I (of II),Henry James
8389,The Bostonians· Vol. II (of II),Henry James
8390,The Art Of Writing & Speaking The English Language,Sherwin Cody
8391,History Of The Britons (Historia Brittonum),Nennius
8392,The Literary World Seventh Reader,Various
8393,A Child's Garden of Verses,Robert Louis Stevenson
8394,The Cliff Ruins of Canyon de Chelly· Arizona,Cosmos Mindeleff
8395,Home Pastimes; or Tableaux Vivants,James H. Head
8396,The History of Rome· Books 01 to 08,Titus Livius
8397,The Door Through Space,Marion Zimmer Bradley
8398,Northern Nut Growers Association Report of the Proceedings at the,Various
8399,Tales of Troy: Ulysses the Sacker of Cities,Andrew Lang
8400,Warwick Woodlands,Henry William Herbert (AKA Frank Forester)
8401,Under the Ocean to the South Pole,Roy Rockwood
8402,The Eternal City,Hall Caine
8403,The Fairy Book,Dinah Maria Mulock (AKA Miss Mulock)
8404,Phantom Wires,Arthur Stringer
8405,Six Little Bunkers at Aunt Jo's,Laura Lee Hope
8406,The Principles of Gothic Ecclesiastical Architecture· Elucidated by Question and Answer· 4th ed.,Matthew Holbeche Bloxam
8407,Modern American Prose Selections,Various
8408,Poetics,Aristotle
8409,Make Your Own Hats,Gene Allen Martin
8410,The Heather-Moon,C. N. Williamson and A. M. Williamson
8411,The Outdoor Chums at Cabin Point,Quincy Allen
8412,Something of Men I Have Known,Adlai E. Stevenson
8413,The Colonel's Dream,Charles W. Chesnutt
8414,Where the Sun Swings North,Barrett Willoughby
8415,Story-Lives of Great Musicians,Francis Jameson Rowbotham
8416,The Legacy of Cain,Wilkie Collins
8417,The Waif Woman,Robert Louis Stevenson
8418,The Mayor of Troy,Sir Arthur Thomas Quiller-Couch
8419,Quisante,Anthony Hope
8420,The Youth of Goethe,Peter Hume Brown
8421,Debit and Credit,Gustav Freytag
8422,Return Loads' to Increase Transport Resources by Avoiding Waste of Empty Vehicle Running.,US Government
8423,Address by Honorable William C. Redfield· Secretary of Commerce at Conference of Regional Chairmen of the Highway Transport Committee Council of National Defence,US Government
8424,Address by Honorable Franklin K. Lane· Secretary of the Interior at Conference of Regional Chairmen of the Highway Transport Committee Council of National Defence,US Government
8425,Peter Ruff and the Double Four,E. Phillips Oppenheim
8426,A Girl in Ten Thousand,L. T. Meade
8427,How to Eat,Thomas Clark Hinkle
8428,Overland Red,Henry Herbert Knibbs
8429,The Moccasin Ranch,Hamlin Garland
8430,Vikings of the Pacific,Agnes C. Laut
8431,Young Lucretia and Other Stories,Mary E. Wilkins
8432,George Borrow and His Circle,Clement King Shorter
8433,A Public Appeal for Redress to the Corporation and Overseers of Harvard University,Francis Ellingwood Abbot
8434,The Brochure Series of Architectural Illustration· Volume 01· No. 08· August 1895,Various
8435,Phaedra,Jean Baptiste Racine
8436,Henrietta Temple,Benjamin Disraeli
